access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,federal_agency,ev_network_ids
public,24 hours daily,,,2024-05-03,,ELEC,Public,152450,,2020-01-15,,,E,,GREEN ACRES MALL,833-632-2778,2024-05-03T02:34:36Z,GPS,40.66212,-73.72324,Valley Stream,US,,,NY,2034 Green Acres Mall,11581,,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",4.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['200102'], 'posts': ['200102-01', '200102-02', '200102-03', '200102-04', '200102-50']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,152461,,2020-01-16,,,E,,286WAE 286 WAS AVE EXT,888-758-4389,2024-05-03T01:05:00Z,GPS,42.70535,-73.86069,Albany,US,,,NY,286 Washington Ave Ext,12203,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2066521'], 'posts': ['2458081', '2458091']}"
public,,,,2022-10-06,,ELEC,Public,152628,,2019-10-11,P,,E,OTHER,Custer Observatory - Tesla Destination,631-765-2626  877-798-3752,2023-01-18T15:15:20Z,GPS,41.0519788,-72.4348439,Southold,US,,,NY,1115 Main Bayview Rd,11971,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['509316']}
public,24 hours daily,,,2024-05-03,,ELEC,Public,152919,,2020-01-23,,,E,,Dino's Tailor Shop,888-356-8911,2024-05-03T03:26:24Z,GPS,43.118929,-77.556073,Rochester,US,,,NY,2400 Monroe Av,14618,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['5cbd5e21-7e99-461b-a970-ebfc8a7fc689'], 'posts': ['70f204bd-9b9b-437e-bf6c-4997a2bae8b4']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,153089,,2020-01-28,,,E,,THE SAGAMORE SAGAMORE 1.2,888-758-4389,2024-05-03T01:05:38Z,GPS,43.55707,-73.64526,Bolton,US,,,NY,433 Boathouse Ln,12814,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2079771'], 'posts': ['2476191', '2476201']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,153177,,2020-01-31,,,E,,CLARKSTOWN TOC 3 & 4,888-758-4389,2024-05-03T01:05:44Z,GPS,41.147053,-73.9881,New City,US,,,NY,10 Maple Ave,10956,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2081611'], 'posts': ['22111941', '22111951']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,153264,,2020-02-04,,,E,,CITY OF BEACON STATION 2,888-758-4389,2024-05-03T01:05:41Z,GPS,41.507937,-73.978278,Beacon,US,,,NY,1 Municipal Plaza,12508,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2080691'], 'posts': ['2477381', '2477391']}"
public,24 hours daily,,,2024-03-14,,ELEC,Public,153284,LD,2019-06-24,LG,False,E,MUNI_GOV,Town of Keene - Town Hall,518-576-4444,2024-03-14T18:02:10Z,200-9,44.254853,-73.789435,Keene,US,,,NY,1300 Hurricane Rd,12942,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free; donations encouraged,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2022-06-14,,ELEC,Public,153287,LD,2019-06-24,P,False,E,HARDWARE_STORE,McDonough's Valley Hardware,518-576-4330,2023-02-14T15:54:11Z,GPS,44.19156,-73.786713,Keene Valley,US,To the left of the store,,NY,1901 N Main St,12943,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free; donations encouraged,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,153301,,2020-02-05,,,E,,500 PEARL 500 PEARL,888-758-4389,2024-05-03T01:06:03Z,GPS,42.893581,-78.873877,Buffalo,US,,,NY,500 Pearl street,14202,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2089891'], 'posts': ['23228451', '23228461']}"
public,24 hours daily,,,2024-05-03,2023-02-03,ELEC,TEMPORARILY UNAVAILABLE (Public),153305,,2020-02-05,,,T,,PRIMA LOFTS LL ALB LOFTS 1.2,888-758-4389,2024-05-03T01:05:34Z,GPS,42.67623,-73.73344,Menands,US,,,NY,1373 Broadway,12204,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL2078961'], 'posts': ['2475031', '2475041']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,153308,,2020-02-05,,,E,,FAIRFIELD VERON FAIRFIELD 1.3,888-758-4389,2024-05-03T01:05:27Z,GPS,43.117172,-75.59609,Verona,US,,,NY,5280 Willow Pl,13478,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2076041'], 'posts': ['2470881', '2470891']}"
public,6am-12am daily,,,2023-07-01,,ELEC,Public,153417,,2020-01-31,P,,E,,Queens Crossing - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,40.760856,-73.829765,Flushing,US,,,NY,136-20 38th Avenue,11354,,,,,,,,,,,,['TESLA'],4.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['11122']}
public,6am-10pm daily,,,2023-07-01,,ELEC,Public,153434,,2020-01-31,P,,E,,Brookfield Place - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,40.714177,-74.016332,New York City,US,,,NY,250 Vesey Street,10080,,,,,,,,,,,,['TESLA'],4.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['10725']}
public,24 hours daily,,,2024-05-03,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),153507,,2020-02-07,,,T,,14 HUDSON 14 HUDSON 1.3,888-758-4389,2024-05-03T01:05:30Z,GPS,43.307865,-73.64547,Glens Falls,US,,,NY,14 Hudson,12801,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL2077291'], 'posts': ['2472581', '2472591']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,153509,,2020-02-07,,,E,,14 HUDSON 14 HUDSON 1.1,888-758-4389,2024-05-03T01:05:06Z,GPS,43.308037,-73.64537,Glens Falls,US,,,NY,14 Hudson Ave,12801,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2068681'], 'posts': ['2461031', '2461041']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,153652,,2020-02-12,,,E,,VILLAGEHALL RHINEBECK 3,888-758-4389,2024-05-03T01:05:09Z,GPS,41.9273,-73.91062,Rhinebeck,US,,,NY,55 E Market St,12572,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2070191'], 'posts': ['23649961', '23649971']}"
public,24 hours daily,,,2023-07-01,,ELEC,Public,153790,,2020-02-14,P,,E,RESTAURANT,Cabela's Crossing - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,42.907291,-78.762217,Cheektowaga,US,,,NY,2013 Walden Avenue,14225,,,,,,,,,,,,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['7211']}
public,24 hours daily,,,2023-07-01,,ELEC,Public,153792,,2020-02-14,P,,E,CONVENIENCE_STORE,Mirabito Convenience Store #69 - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,42.447772,-75.048709,Oneonta,US,,,NY,4968 NY-23,13820,,,,,,,,,,,,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['6451']}
private,8:30am-4:30pm M-F,,,2024-03-14,,ELEC,Private,153855,LD,2019-06-18,P,,E,MUSEUM,Cary Institute,,2024-03-14T18:02:10Z,200-8,41.789721,-73.724018,Millbrook,US,,,NY,2801 Sharon Turnpike,12545,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,"24 hours daily; for Fordham community members, guests, or visitors only",,CREDIT Debit,2022-06-14,,ELEC,Private,153856,LD,2019-09-11,P,,E,COLLEGE_CAMPUS,Fordham University,,2024-02-20T20:16:36Z,200-8,40.86095,-73.889379,Bronx,US,,,NY,441 E Fordham Rd,10458,,,,,,,,,,,,['J1772'],,,8.0,Non-Networked,,,$0.25 per kWh,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,24 hours daily,,,2024-04-14,,ELEC,Private,153857,LD,2019-09-20,P,,E,SCHOOL,Oakwood Friends School,,2024-04-14T22:11:34Z,200-9,41.658557,-73.924386,Poughkeepsie,US,,,NY,22 Spackenkill Rd,12603,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Business Hours,,,2023-01-10,,ELEC,Private,153859,,2019-12-13,P,,E,OFFICE_BLDG,Estee Lauder,,2024-03-08T19:27:07Z,200-9,40.775923,-73.408912,Melville,US,,,NY,7 Corporate Center Dr,11747,,,,,,,,,,,,['J1772'],,,8.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Business Hours,,,2023-01-10,,ELEC,Private,153860,LD,2019-11-05,SG,,E,PARK,Walkway over the Hudson,,2024-03-08T19:28:54Z,200-9,41.712138,-73.924916,Poughkeepsie,US,,,NY,49 Parker Ave,12601,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Business Hours,,,2021-06-07,,ELEC,Private,153861,,2019-12-23,SG,,E,OFFICE_BLDG,NYS Bridge Authority - Bear Mountain,,2023-02-15T22:45:41Z,GPS,41.319917,-73.988246,Fort Montgomery,US,,,NY,10 Route 6,10922,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Business Hours,,,2021-06-07,,ELEC,Private,153862,,2019-11-05,SG,,E,OFFICE_BLDG,NYS Bridge Authority - Kingston-Rhinecliff Bridge,,2024-03-08T19:31:27Z,GPS,41.9802780395254,-73.96290107940673,Kingston,US,,,NY,1 Route 199,12401,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,Business Hours,,,2023-08-10,,ELEC,Public,153863,LD,2019-12-23,SG,False,E,OFFICE_BLDG,NYS Bridge Authority - Rip Van Winkle,518-943-2360,2024-01-31T22:07:01Z,GPS,42.224533,-73.855761,Catskill,US,,,NY,99 Route 23,12414,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Public,,,
private,Business Hours,,,2024-03-14,,ELEC,Private,153864,LD,2019-12-23,SG,,E,OFFICE_BLDG,NYS Bridge Authority - Newburgh-Beacon Bridge,,2024-03-14T18:02:10Z,200-9,41.517597,-73.979928,Beacon,US,,,NY,105 Newburgh Beacon Way,12508,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Business Hours,,,2022-03-07,,ELEC,Private,153865,LD,2019-12-06,P,,E,OFFICE_BLDG,Dock72,,2023-02-15T22:45:41Z,GPS,40.700302,-73.972272,Brooklyn,US,,,NY,1 Dock72 Way,11205,,,,,,,,,,,,['J1772'],,,24.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,8am-6pm M-F,,,2022-03-07,,ELEC,Private,153866,LD,2019-12-16,P,,E,HOSPITAL,Weill Cornell Medical,,2024-04-29T13:21:02Z,200-9,40.765378,-73.955054,New York,US,,,NY,1305 York Ave,10065,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,8am-6pm M-F,,,2022-03-07,,ELEC,Private,153867,LD,2019-12-16,P,,E,HOSPITAL,Weill Cornell Medical,,2024-04-29T13:38:03Z,200-8,40.765313,-73.955553,New York,US,,,NY,420 E 70th St,10021,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Business Hours,,,2024-03-14,,ELEC,Private,153868,LD,2020-02-11,P,,E,OFFICE_BLDG,Cold Spring Harbor Labs,,2024-03-14T18:02:10Z,200-8,40.85773,-73.46765,Laurel Hollow,US,,,NY,1 Bungtown Rd,11791,,,,,,,,,,,,['J1772'],,,8.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Business Hours,,,2023-01-10,,ELEC,Private,153871,LD,2020-02-18,T,,E,UTILITY,PSEG Long Island,,2023-02-14T15:54:11Z,200-9,40.77003,-73.431049,Melville,US,,,NY,15 Park Dr,11746,,,,,,,,,,,,['J1772'],,,6.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,154052,,2020-02-27,,,E,,5TH AVE RIVER STREET 2,888-758-4389,2024-05-03T01:06:51Z,GPS,42.73511,-73.68805,Troy,US,,,NY,King St & Federal St,12180,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2115101'], 'posts': ['2522711', '2522721']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154053,,2020-02-27,,,E,,PEPSICO INC STATION 2,888-758-4389,2024-05-03T01:06:29Z,GPS,41.095215,-73.77475,Valhalla,US,,,NY,100 E Stevens Ave,10595,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2102321'], 'posts': ['22285141', '22285151']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154055,,2020-02-27,,,E,,TG EV STATIONS RIGHT STATION,888-758-4389,2024-05-03T01:06:21Z,GPS,41.74456,-74.11796,Gardiner,US,,,NY,35 State Route 299,12525,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2099481'], 'posts': ['25160741', '25160751']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154056,,2020-02-27,,,E,,COLE GROUP COLUMBIA 2,888-758-4389,2024-05-03T01:05:52Z,GPS,42.77094,-73.716286,Cohoes,US,,,NY,32 Columbia Gardens,12047,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2086281'], 'posts': ['2484891', '2484901']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154058,,2020-02-27,,,E,,COLE GROUP COLONIE EAST 4,888-758-4389,2024-05-03T01:05:01Z,GPS,42.74551,-73.77077,Latham,US,,,NY,173 Doorstone Dr,12110,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2067161'], 'posts': ['9049611', '9049621']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154059,,2020-02-27,,,E,,COLE GROUP COLONIE EAST 3,888-758-4389,2024-05-03T01:05:00Z,GPS,42.746113,-73.770676,Latham,US,,,NY,98 Saratoga Ct,12110,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2066701'], 'posts': ['2458281', '2458291']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154060,,2020-02-27,,,E,,COLE GROUP COLONIE EAST 1,888-758-4389,2024-05-03T01:04:46Z,GPS,42.745777,-73.768845,Latham,US,,,NY,4025 Doorstone Dr,12110,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2059211'], 'posts': ['9221061', '9221071']}"
public,Dealership business hours,CALL,,2021-05-06,2021-07-31,ELEC,PLANNED - not yet accessible (Public - Call ahead),154159,,2020-08-31,P,False,P,CAR_DEALER,Jim Barnard Chevrolet,585-293-2120,2023-03-01T17:05:32Z,200-9,43.099649,-77.897024,Churchville,US,,,NY,7101 Buffalo Rd,14428,,,,,,,,,,,,['J1772COMBO'],1.0,,,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,PRÉVU - pas encore accessible (Public - Appeler à l'avance),,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,154172,,2020-02-29,,,E,,ECONOLODGE ECONOLODGE 1.1,888-758-4389,2024-05-03T01:06:54Z,GPS,44.848682,-74.30688,Malone,US,,,NY,237 W Main St,12953,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2116241'], 'posts': ['2524341', '2524351']}"
public,24 hours daily,,,2024-03-14,,ELEC,Public,154200,MD,2018-05-01,P,False,E,OFFICE_BLDG,EV Charge Solutions - Headquarters,585-533-4051,2024-03-14T18:02:10Z,200-9,42.996895,-77.667425,Rush,US,,,NY,7464 W Henrietta Rd,14543,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2023-07-01,,ELEC,Public,154208,,2020-02-28,P,,E,GAS_STATION,QuickChek - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,40.68872,-73.406165,Copiague,US,,,NY,1147 Sunrise Highway,11726,,,,,,,,,,,,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['6678']}
public,24 hours daily,,,2024-05-03,,ELEC,Public,154240,,2020-03-03,,,E,,MARKET 32 EV MARKET32 SAR SP,888-758-4389,2024-05-03T01:04:12Z,GPS,43.102972,-73.742407,Saratoga Springs,US,,,NY,3045 rt 50,12866,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2043871'], 'posts': ['22372751', '22372761']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154276,,2020-03-04,,,E,,ATRIUM EVCHARGE PARKPLAZA EV2,888-758-4389,2024-05-03T01:06:58Z,GPS,42.85645,-73.783066,Clifton park,US,,,NY,56 Clifton Country Rd,12065,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2117071'], 'posts': ['2525661', '2525671']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154302,,2020-03-05,,,E,,MARKET 32 EV LATHAM EV 1,888-758-4389,2024-05-03T01:04:20Z,GPS,42.752846,-73.758177,Latham,US,,,NY,873 New Loudon Rd,12110,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2046491'], 'posts': ['24859231', '24859241']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154334,,2020-03-06,,,E,,RTS RTS ORLEANS,888-758-4389,2024-05-03T01:07:17Z,GPS,43.239445,-78.19818,Albion,US,,,NY,225 W Academy St,14411,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2127341'], 'posts': ['2538991', '2539001']}"
public,24 hours daily,,,2024-05-03,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),154335,,2020-03-06,,,T,,255ORANGE 255 ORANGE ST,888-758-4389,2024-05-03T01:06:59Z,GPS,42.658684,-73.75884,Albany,US,,,NY,255 Orange St,12210,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL2117861'], 'posts': ['2526741', '2526751']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154336,,2020-03-06,,,E,,5TH AVE RIVER STREET 4,888-758-4389,2024-05-03T01:06:50Z,GPS,42.735077,-73.68795,Troy,US,,,NY,King St &amp; Federal St,12180,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2115041'], 'posts': ['2522591', '2522601']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154369,,2020-03-07,,,E,,1350 EGGERT RD EGGERT (1),888-758-4389,2024-05-03T01:07:17Z,GPS,42.965328,-78.804684,Buffalo,US,,,NY,1350 Eggert Rd,14226,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2126431'], 'posts': ['9304781', '9304791']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154370,,2020-03-07,,,E,,W DELAVAN DELAVAN (1),888-758-4389,2024-05-03T01:07:16Z,GPS,42.922743,-78.873098,Buffalo,US,,,NY,722 W Delavan Ave,14222,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2126261'], 'posts': ['2537671', '2537681']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,154372,,2020-03-07,,,E,,1285 MAIN 1285 MAIN (1),888-758-4389,2024-05-03T01:07:15Z,GPS,42.908237,-78.866359,Buffalo,US,,,NY,1285 Main St,14209,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2125971'], 'posts': ['2537201', '2537211']}"
public,24 hours daily,,,2024-05-03,2024-01-19,ELEC,TEMPORARILY UNAVAILABLE (Public),154412,,2020-03-11,,,T,,U OF R BAILEY RD 1,888-758-4389,2024-05-03T01:03:51Z,GPS,43.071465,-77.677611,West Henrietta,US,,,NY,211 Bailey Rd,14586,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL2032491'], 'posts': ['2412781', '2412791']}"
public,Mon 8:00am - 5:00pm; Tue 8:00am - 5:00pm; Wed 8:00am - 5:00pm; Thu 8:00am - 5:00pm; Fri 8:00am - 5:00pm; Sat 8:00am - 5:00pm; Sun 8:00am - 5:00pm,,,2024-05-03,,ELEC,Public,154433,,2020-03-12,,,E,,RESERVE - CLUB RESERVE-CLUB,888-758-4389,2024-05-03T01:06:46Z,GPS,40.849614,-72.897944,Yaphank,US,,,NY,1 Reserve Blvd,11980,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2111561'], 'posts': ['2518331']}"
public,24 hours daily,,,2023-07-01,,ELEC,Public,154440,,2020-03-06,P,,E,GAS_STATION,Stewart's Shops - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,43.665631,-73.784519,Chestertown,US,,,NY,6151 NY-8,12817,,,,,,,,,,,,['TESLA'],6.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['12331']}
public,,,,2022-10-06,,ELEC,Public,154441,,2019-10-11,P,,E,OFFICE_BLDG,SPOT cowork Rochester - Tesla Destination,585-401-7768  877-798-3752,2023-01-18T15:15:20Z,GPS,43.091444,-77.580299,Rochester,US,,,NY,21 Goodway Dr,14623,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['514082']}
public,24 hours daily,,,2024-05-03,,ELEC,Public,154452,,2020-03-13,,,E,,PICOTTE 1450 WESTERN 2,888-758-4389,2024-05-03T01:07:35Z,GPS,42.68016,-73.83868,Albany,US,,,NY,1450 western ave,12203,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2134371'], 'posts': ['2548291', '2548301']}"
public,24 hours daily,,,2024-05-03,2024-01-27,ELEC,TEMPORARILY UNAVAILABLE (Public),154480,,2020-03-14,,,T,,CANTONCHARGE DC CHARGER,888-758-4389,2024-05-03T01:12:26Z,GPS,44.596222,-75.17102,Canton,US,,,NY,8 Hodskin St,13617,,,,,,,,,,,,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL5394991'], 'posts': ['8989861']}"
